XTSE/DVX,Barclays Bank PLC (DVX) Adjusted Stock Prices
XTSE/MB_NT,Mega Brands Inc (MB.NT) Adjusted Stock Prices
XTSE/PRI_RT,Primary Energy Recycling Corporation (PRI.RT) Adjusted Stock Prices
XTSE/HGI_WT,Global Advantaged Telecom & Utilities Income Fund (HGI.WT) Adjusted Stock Prices
XTSE/BME,"Burmis Energy, Inc. (BME) Adjusted Stock Prices"
XTSE/TV_WT,Trevali Mining Corp (TV.WT) Adjusted Stock Prices
XTSE/HIB,Horizons ETFs Management (Canada) Inc (HIB) Adjusted Stock Prices
XTSE/NGX,Northgate Minerals Corp. (NGX) Adjusted Stock Prices
XTSE/HBB_WT,Harvest Banks & Buildings Income Fund (HBB.WT) Adjusted Stock Prices
XTSE/PPX,Pristine Power Inc (PPX) Adjusted Stock Prices
XTSE/YRI_WT_C,Yamana Gold Inc. (YRI.WT.C) Adjusted Stock Prices
XTSE/LRI_RT,Lab Research Inc (LRI.RT) Adjusted Stock Prices
XTSE/CHD,Chariot Resources Ltd (CHD) Adjusted Stock Prices
XTSE/PGM,Peregrine Metals Ltd (PGM) Adjusted Stock Prices
XTSE/BEV,BENEV Capital Inc (BEV) Adjusted Stock Prices
XTSE/IVA_PR_C,Ivaco Inc. (IVA.PR.C) Adjusted Stock Prices
XTSE/FSS_WT,Front Street Strategic Yield Fund Ltd (FSS.WT) Adjusted Stock Prices
XTSE/FIU,First Uranium Corporation (FIU) Adjusted Stock Prices
XTSE/ABF_UN,Associated Brands Income Fund (ABF.UN) Adjusted Stock Prices
XTSE/AG_DB,Arctic Glacier Income Fund (AG.DB) Adjusted Stock Prices
XTSE/FCE_DB_B,Veresen Inc (FCE.DB.B) Adjusted Stock Prices
XTSE/CH,Century II Holdings Inc. (CH) Adjusted Stock Prices
XTSE/TWT,20-20 Technologies Inc. (TWT) Adjusted Stock Prices
XTSE/NOM_WT,Norsemont Mining Inc. (NOM.WT) Adjusted Stock Prices
XTSE/XHG_A,Star Hedge Managers Corp. II (XHG.A) Adjusted Stock Prices
XTSE/PUG,Burnstone Ventures Inc (PUG) Adjusted Stock Prices
XTSE/HAP_WT,Horizons AlphaPro Income Plus Fund (HAP.WT) Adjusted Stock Prices
XTSE/RY_NO_X,Royal Bank Of Canada (RY.NO.X) Adjusted Stock Prices
XTSE/SWC_U,Stillwater Mining Co. (SWC.U) Adjusted Stock Prices
XTSE/EQN,Equinox Minerals Ltd. (EQN) Adjusted Stock Prices
XTSE/RS_RT,RS Technologies Inc (RS.RT) Adjusted Stock Prices
XTSE/G_WT_G,Goldcorp Inc (G.WT.G) Adjusted Stock Prices
XTSE/PES,Peak Energy Services Ltd (PES) Adjusted Stock Prices
XTSE/HJE,Horizons ETFs Management (Canada) Inc (HJE) Adjusted Stock Prices
XTSE/HAG,AlphaPro Management Inc (HAG) Adjusted Stock Prices
XTSE/ABC,Asia Bio-Chem Group Corp
XTSE/VTR,Volta Resources Inc (VTR) Adjusted Stock Prices
XTSE/MDZ_DB,MDC Partners Inc. (MDZ.DB) Adjusted Stock Prices
XTSE/SLW_WT_A,Silver Wheaton Corp. (SLW.WT.A) Adjusted Stock Prices
XTSE/NTI,Northcore Technologies Inc (NTI) Adjusted Stock Prices
XTSE/DIV_PR_A,Coastal Income Corp (DIV.PR.A) Adjusted Stock Prices
XTSE/STY,Stylus Energy Inc (STY) Adjusted Stock Prices
XTSE/CMF_A,BlackRock Investments Canada Inc (CMF.A) Adjusted Stock Prices
XTSE/FT_WT,Fortune Minerals Ltd. (FT.WT) Adjusted Stock Prices
XTSE/TSF_UN,Sentry Select Total Strategy Fund (TSF.UN) Adjusted Stock Prices
XTSE/FAN,Farallon Mining Ltd (FAN) Adjusted Stock Prices
XTSE/CBB_WT,Copernican British Banks Fund (CBB.WT) Adjusted Stock Prices
XTSE/SPA_A,Spectra Group Great Restaurants Inc. (SPA.A) Adjusted Stock Prices
XTSE/FT_WT_A,Fortune Minerals Ltd. (FT.WT.A) Adjusted Stock Prices
XTSE/EXC,Extreme CCTV Inc (EXC) Adjusted Stock Prices
XTSE/PGE,Progress Energy Ltd (PGE) Adjusted Stock Prices
XTSE/IVA_PR_I,Ivaco Inc. (IVA.PR.I) Adjusted Stock Prices
XTSE/ECH,Enerchem International Inc. (ECH) Adjusted Stock Prices
XTSE/FCP,First Calgary Petroleums Ltd. (FCP) Adjusted Stock Prices
XTSE/FGX_WT_C,Faircourt Gold Income Corp (FGX.WT.C) Adjusted Stock Prices
XTSE/VIR_RT,Virexx Medical Corp. (VIR.RT) Adjusted Stock Prices
XTSE/GAR,Garneau Inc. (GAR) Adjusted Stock Prices
XTSE/FWM,Far West Mining Ltd. (FWM) Adjusted Stock Prices
XTSE/FNS,Fusion Resources Limited (FNS) Adjusted Stock Prices
XTSE/FEI,FORTALEZA ENERGY INC (FEI) Adjusted Stock Prices
XTSE/SUE,Sulliden Gold Corporation Ltd (SUE) Adjusted Stock Prices
XTSE/FIU_NT,First Uranium Corporation (FIU.NT) Adjusted Stock Prices
XTSE/GCE_WT_A,Grande Cache Coal Corp. (GCE.WT.A) Adjusted Stock Prices
XTSE/AVN_DB_C,Advantage Energy Income Fund (AVN.DB.C) Adjusted Stock Prices
XTSE/EOS_WT,Enervest Energy and Oil Sands Total Return Trust (EOS.WT) Adjusted Stock Prices
XTSE/TXG_WT_A,Torex Gold Resources Inc (TXG.WT.A) Adjusted Stock Prices
XTSE/HAG_A,AlphaPro Management Inc (HAG.A) Adjusted Stock Prices
XTSE/FEI_WT,FORTALEZA ENERGY INC (FEI.WT) Adjusted Stock Prices
XTSE/AQI,"Aquiline Resources, Inc. (AQI) Adjusted Stock Prices"
XTSE/EDV_WT_B,Endeavour Mining Corp (EDV.WT.B) Adjusted Stock Prices
XTSE/IVA_PR_F,Ivaco Inc. (IVA.PR.F) Adjusted Stock Prices
XTSE/TBC,"Tembec, Inc. (TBC) Adjusted Stock Prices"
XTSE/ENE,"Endev Energy, Inc. (ENE) Adjusted Stock Prices"
XTSE/CPM_WT,Copernican International Premium Dividend Fund (CPM.WT) Adjusted Stock Prices
XTSE/ECU,ECU Silver Mining Inc. (ECU) Adjusted Stock Prices
XTSE/GFV_RT,Global 45 Split Corp. (GFV.RT) Adjusted Stock Prices
XTSE/LBS_WT,Life & Banc Split Corp (LBS.WT) Adjusted Stock Prices
XTSE/NTI_RT,Northcore Technologies Inc (NTI.RT) Adjusted Stock Prices
XTSE/CGS,Canwest Global Communications Corp. (CGS) Adjusted Stock Prices
XTSE/PPK,Polyair Inter Pack Inc. (PPK) Adjusted Stock Prices
XTSE/DY,Dynatec Corp. (DY) Adjusted Stock Prices
XTSE/IVA_B,Ivaco Inc. (IVA.B) Adjusted Stock Prices
XTSE/DR_DB,Medical Facilities Corp (DR.DB) Adjusted Stock Prices
XTSE/MLY,Cadomin Capital Corp (MLY) Adjusted Stock Prices
XTSE/BC_PR_A,Bell Canada (BC.PR.A) Adjusted Stock Prices
XTSE/MAL_DB,Magellan Aerospace Corp. (MAL.DB) Adjusted Stock Prices
XTSE/BWV,Barclays Bank PLC (BWV) Adjusted Stock Prices
XTSE/FXI,Fralex Therapeutics Inc (FXI) Adjusted Stock Prices
XTSE/HRR_WT,Australian REIT Income Fund (HRR.WT) Adjusted Stock Prices
XTSE/RBN_WT_A,Blue Ribbon Income Fund (RBN.WT.A) Adjusted Stock Prices
XTSE/XNS,Xenos Group Inc. (XNS) Adjusted Stock Prices
XTSE/TNK,Tenke Mining Corp. (TNK) Adjusted Stock Prices
XTSE/CRL_RT,CCR Technologies Ltd (CRL.RT) Adjusted Stock Prices
XTSE/CUF_DB,Cominar Real Estate Investment Trust (CUF.DB) Adjusted Stock Prices
XTSE/TID,Tuscany International Drilling Inc (TID) Adjusted Stock Prices
XTSE/D_DB,Dream Office Real Estate Investment Trust (D.DB) Adjusted Stock Prices
XTSE/NEW_WT,Newgrowth Corp. (NEW.WT) Adjusted Stock Prices
XTSE/PN,PNI Digital Media Inc (PN) Adjusted Stock Prices
XTSE/GBG_WT_A,Great Basin Gold Ltd. (GBG.WT.A) Adjusted Stock Prices
XTSE/PSM,Pioneer Metals Corp. (PSM) Adjusted Stock Prices
XTSE/KBR,Kimber Resources Inc (KBR) Adjusted Stock Prices
XTSE/EIF_WT,Exchange Income Corp (EIF.WT) Adjusted Stock Prices
XTSE/FEC,FairWest Energy Corporation (FEC) Adjusted Stock Prices
XTSE/MOY,Moydow Mines International Inc. (MOY) Adjusted Stock Prices
XTSE/AFO,Afriore Ltd. (AFO) Adjusted Stock Prices
XTSE/RY_NT_B,Royal Bank Of Canada (RY.NT.B) Adjusted Stock Prices
XTSE/BK_RT,Canadian Banc Corp (BK.RT) Adjusted Stock Prices
XTSE/DAV_WT,Davie Yards Inc (DAV.WT) Adjusted Stock Prices
XTSE/TLI,TCT Logistics Inc. (TLI) Adjusted Stock Prices
XTSE/WAV,Breaker Energy Ltd. (WAV) Adjusted Stock Prices
XTSE/EXE_DB_A,Extendicare Inc (EXE.DB.A) Adjusted Stock Prices
XTSE/CSM_WT,Central Sun Mining Inc (CSM.WT) Adjusted Stock Prices
XTSE/AU_PR_A,Agricore United (AU.PR.A) Adjusted Stock Prices
XTSE/RDI_RT,Rockwell Diamonds Inc (RDI.RT) Adjusted Stock Prices
XTSE/WWW,Momentum Advanced Solutions Inc (WWW) Adjusted Stock Prices
XTSE/EPD_WT,European Premium Dividend Fund (EPD.WT) Adjusted Stock Prices
XTSE/CMT_WT_A,Compton Petroleum Corp. (CMT.WT.A) Adjusted Stock Prices
XTSE/SSG,Sierra Systems Group Inc. (SSG) Adjusted Stock Prices
XTSE/FNX,Fnx Mining Company Inc (FNX) Adjusted Stock Prices
XTSE/CPU_UN,Catapult Energy Limited Partnership I (CPU.UN) Adjusted Stock Prices
XTSE/MYO,"Groupe Macyro, Inc. (MYO) Adjusted Stock Prices"
XTSE/REK,Reko International Group Inc. (REK) Adjusted Stock Prices
XTSE/DMC,Datamirror Corp. (DMC) Adjusted Stock Prices
XTSE/PDM_DB,Imvescor Restaurant Group Inc (PDM.DB) Adjusted Stock Prices
XTSE/HON,Horizons ETFs Management (Canada) Inc (HON) Adjusted Stock Prices
XTSE/LH,Lockerbie & Hole Inc (LH) Adjusted Stock Prices
XTSE/GW,Garda World Security Corp. (GW) Adjusted Stock Prices
XTSE/WRK_DB_E,Whiterock Real Estate Investment Trust (WRK.DB.E) Adjusted Stock Prices
XTSE/HLG_PR_B,Hollinger Inc. (HLG.PR.B) Adjusted Stock Prices
XTSE/YRI_WT_A,Yamana Gold Inc. (YRI.WT.A) Adjusted Stock Prices
XTSE/CFT,CE Franklin Ltd. (CFT) Adjusted Stock Prices
XTSE/NSR_WT_A,Premier Royalty Inc (NSR.WT.A) Adjusted Stock Prices
XTSE/WFS_WT,World Financial Split Corp (WFS.WT) Adjusted Stock Prices
XTSE/HEG_RT,Homeland Energy Group Ltd (HEG.RT) Adjusted Stock Prices
XTSE/MR,Metallica Resources Inc. (MR) Adjusted Stock Prices
XTSE/PAE,Peace Arch Entertainment Group Inc. (PAE) Adjusted Stock Prices
XTSE/PTL_A,Premier Tech Ltee (PTL.A) Adjusted Stock Prices
XTSE/HTE_DB_B,Harvest Operations Corp (HTE.DB.B) Adjusted Stock Prices
XTSE/PSX,Prospex Resources (PSX) Adjusted Stock Prices
XTSE/OFS_A,O Leary Founders Series Income & Growth Fund (OFS.A) Adjusted Stock Prices
XTSE/FBK_RT,Fibrek Inc (FBK.RT) Adjusted Stock Prices
XTSE/PAR,Petro Andina Resources Inc. (PAR) Adjusted Stock Prices
XTSE/FXL,Santonia Energy Inc (FXL) Adjusted Stock Prices
XTSE/LSL,Liberty Silver Corp (LSL) Adjusted Stock Prices
XTSE/UF_RT,Uranium Focused Energy Fund (UF.RT) Adjusted Stock Prices
XTSE/LFE_RT,Canadian Life Companies Split Corp (LFE.RT) Adjusted Stock Prices
XTSE/HKD,Horizons ETFs Management (Canada) Inc (HKD) Adjusted Stock Prices
XTSE/CSI_WT,Colossus Minerals Inc (CSI.WT) Adjusted Stock Prices
XTSE/MVX,Mavrix Fund Management Inc (MVX) Adjusted Stock Prices
XTSE/HAG_UN,Horizons AlphaPro Gartman Fund (HAG.UN) Adjusted Stock Prices
XTSE/STP,Southern Pacific Resource Corporation (STP) Adjusted Stock Prices
XTSE/OSU_WT,Orsu Metals Corporation (OSU.WT) Adjusted Stock Prices
XTSE/WRK_DB_G,Dream Office Real Estate Investment Trust (WRK.DB.G) Adjusted Stock Prices
XTSE/FGX_WT_A,Faircourt Gold Income Corp (FGX.WT.A) Adjusted Stock Prices
XTSE/FXI_WT,Fralex Therapeutics Inc (FXI.WT) Adjusted Stock Prices
XTSE/HML,1608557 Ontario Inc (HML) Adjusted Stock Prices
XTSE/ALB_WT,Allbanc Split Corp. II (ALB.WT) Adjusted Stock Prices
XTSE/QMI,"Queenston Mining, Inc. (QMI) Adjusted Stock Prices"
XTSE/COB_A,Swisher Hygiene Inc (COB.A) Adjusted Stock Prices
XTSE/RR,Rainy River Resources Ltd. (RR) Adjusted Stock Prices
XTSE/VXX,Barclays Bank PLC (VXX) Adjusted Stock Prices
XTSE/SPD,Silver Predator Corp (SPD) Adjusted Stock Prices
XTSE/AGI_DB,Alamos Gold Inc. (AGI.DB) Adjusted Stock Prices
XTSE/APV_WT,Arise Technologies Corp (APV.WT) Adjusted Stock Prices
XTSE/SBC_WT,Brompton Split Banc Corp. (SBC.WT) Adjusted Stock Prices
XTSE/GPF_WT,Gold Participation and Income Fund (GPF.WT) Adjusted Stock Prices
XTSE/ELC,CIC Energy Corp (ELC) Adjusted Stock Prices
XTSE/PMU,Pacific Rim Mining Corp. (PMU) Adjusted Stock Prices
XTSE/PKL,PC Gold Inc (PKL) Adjusted Stock Prices
XTSE/MGT_WT_U,"Mines Management, Inc. (MGT.WT.U) Adjusted Stock Prices"
XTSE/WN_DB,George Weston Ltd. (WN.DB) Adjusted Stock Prices
XTSE/TRE_S,Sino-Forest Corp (TRE.S) Adjusted Stock Prices
XTSE/HCF_A,Harvest Canadian Income & Growth Fund (HCF.A) Adjusted Stock Prices
XTSE/PWT_DB_B,Penn West Energy Trust (PWT.DB.B) Adjusted Stock Prices
XTSE/CHW_RT,Chesswood Income Fund (CHW.RT) Adjusted Stock Prices
XTSE/KEY_DB,Keyera Corp (KEY.DB) Adjusted Stock Prices
XTSE/DGI_DB,Data Group Income Fund (DGI.DB) Adjusted Stock Prices
XTSE/RPB_PR_A,Roc Pref III Corp. (RPB.PR.A) Adjusted Stock Prices
XTSE/MAI_WT,Minera Andes Inc. (MAI.WT) Adjusted Stock Prices
XTSE/OSK_WT,Osisko Mining Corp (OSK.WT) Adjusted Stock Prices
XTSE/SNN_RT,San Anton Resource Corporation (SNN.RT) Adjusted Stock Prices
XTSE/ELR_WT,Eastern Platinum Ltd (ELR.WT) Adjusted Stock Prices
XTSE/HLR_DB,Holloway Lodging Real Estate Investment Trust (HLR.DB) Adjusted Stock Prices
XTSE/SSL_WT_C,Sandstorm Gold Ltd (SSL.WT.C) Adjusted Stock Prices
XTSE/IVA_PR_G,Ivaco Inc. (IVA.PR.G) Adjusted Stock Prices
XTSE/NCT_U,180 Connect Inc. (NCT.U) Adjusted Stock Prices
XTSE/AO_PR_A,Algo Group Inc. (AO.PR.A) Adjusted Stock Prices
XTSE/PPF_WT,Propel Multi-Strategy Fund (PPF.WT) Adjusted Stock Prices
XTSE/LIP,Lipari Energy Inc (LIP) Adjusted Stock Prices
XTSE/AVN_DB_F,Advantage Energy Income Fund (AVN.DB.F) Adjusted Stock Prices
XTSE/WC_WT_V,World Color Press Inc (WC.WT.V) Adjusted Stock Prices
XTSE/YRI_WT_B,Yamana Gold Inc. (YRI.WT.B) Adjusted Stock Prices
XTSE/INN_DB_C,Innvest Real Estate Investment Trust (INN.DB.C) Adjusted Stock Prices
XTSE/GBP_WT,Global Banks Premium Income Trust (GBP.WT) Adjusted Stock Prices
XTSE/CLB_DB,Colabor Income Fund (CLB.DB) Adjusted Stock Prices
XTSE/SVR_UN,Blackrock Silver Bullion Trust (SVR.UN) Adjusted Stock Prices
XTSE/FCS_WT_A,Faircourt Split Trust (FCS.WT.A) Adjusted Stock Prices
XTSE/OGF_WT_A,Aston Hill Oil & Gas Income Fund (OGF.WT.A) Adjusted Stock Prices
XTSE/EOF_UN,Entertainment One Income Fund (EOF.UN) Adjusted Stock Prices
XTSE/PRQ_DB_B,Progress Energy Resources Corp (PRQ.DB.B) Adjusted Stock Prices
XTSE/FC_DB,Firm Capital Mortgage Investment Corporation (FC.DB) Adjusted Stock Prices
XTSE/WLT_WT,Western Coal Corp (WLT.WT) Adjusted Stock Prices
XTSE/SGV,Stratagold Corp (SGV) Adjusted Stock Prices
XTSE/COX_WT,Coxe Commodity Strategy Fund (COX.WT) Adjusted Stock Prices
XTSE/PWT_DB_E,Penn West Petroleum Ltd (PWT.DB.E) Adjusted Stock Prices
XTSE/TRQ_RT,Turquoise Hill Resources Ltd (TRQ.RT) Adjusted Stock Prices
XTSE/OMP_UN,OpenSky Capital Index Income Fund (OMP.UN) Adjusted Stock Prices
XTSE/IVA_PR_D,Ivaco Inc. (IVA.PR.D) Adjusted Stock Prices
XTSE/MAQ_RT,McEwen Mining - Minera Andes Acquisition Corp (MAQ.RT) Adjusted Stock Prices
XTSE/RY_NT_L,Royal Bank Of Scotland plc (RY.NT.L) Adjusted Stock Prices
XTSE/RVD,Rio Verde Minerals Development Corp (RVD) Adjusted Stock Prices
XTSE/FAP_RT,Aberdeen Asia-Pacific Income Investment Co. Ltd (FAP.RT) Adjusted Stock Prices
XTSE/SPF_DB_B,Superior Plus Income Fund (SPF.DB.B) Adjusted Stock Prices
XTSE/RVE,Rockyview Energy Inc. (RVE) Adjusted Stock Prices
XTSE/KMP_DB,Killam Properties Inc. (KMP.DB) Adjusted Stock Prices
XTSE/NSU_WT,Nevsun Resources Ltd. (NSU.WT) Adjusted Stock Prices
XTSE/PHY_I,Sprott Physical Gold Trust (PHY.I) Adjusted Stock Prices
XTSE/MUX_RT,McEwen Mining Inc (MUX.RT) Adjusted Stock Prices
XTSE/SRY,Stingray Copper Inc (SRY) Adjusted Stock Prices
XTSE/URB_WT_A,Urbana Corp. (URB.WT.A) Adjusted Stock Prices
XTSE/BTE_DB,Baytex Energy Corp (BTE.DB) Adjusted Stock Prices
XTSE/HEN_WT,Energy Leaders Income Fund (HEN.WT) Adjusted Stock Prices
XTSE/DAY_DB,Daylight Resources Trust (DAY.DB) Adjusted Stock Prices
XTSE/RY_NT_U,Royal Bank Of Canada (RY.NT.U) Adjusted Stock Prices
XTSE/CGX_DB,Cineplex Inc (CGX.DB) Adjusted Stock Prices
XTSE/ACA,"Ashton Mining Of Canada, Inc. (ACA) Adjusted Stock Prices"
XTSE/SME,Storm Cat Energy Corp. (SME) Adjusted Stock Prices
XTSE/PMT_DB_A,Paramount Energy Trust (PMT.DB.A) Adjusted Stock Prices
XTSE/OUS_WT_A,Artemis U.S. Capital Appreciation Fund (OUS.WT.A) Adjusted Stock Prices
XTSE/CSI,Colossus Minerals Inc (CSI) Adjusted Stock Prices
XTSE/CEK_WT,Caspian Energy Inc. (CEK.WT) Adjusted Stock Prices
XTSE/TRL_WT_A,Trimel Pharmaceuticals Corp (TRL.WT.A) Adjusted Stock Prices
XTSE/CRJ_DB,Claude Resources Inc. (CRJ.DB) Adjusted Stock Prices
XTSE/FFL,Barclays Bank PLC (FFL) Adjusted Stock Prices
XTSE/RND,Rand A Technology Corp. (RND) Adjusted Stock Prices
XTSE/RDV_NT,Redcorp Ventures Ltd. (RDV.NT) Adjusted Stock Prices
XTSE/BH,Brainhunter Inc. (BH) Adjusted Stock Prices
XTSE/RY_NO_B,Royal Bank Of Canada (RY.NO.B) Adjusted Stock Prices
XTSE/SAC,South American Silver Corp (SAC) Adjusted Stock Prices
XTSE/KTV,Kangaroo Media Inc. (KTV) Adjusted Stock Prices
XTSE/TVL,Tri-Vision International Ltd. (TVL) Adjusted Stock Prices
XTSE/ES_PR_B,Energy Split Corp Inc (ES.PR.B) Adjusted Stock Prices
XTSE/RY_NO_P,Royal Bank Of Canada (RY.NO.P) Adjusted Stock Prices
XTSE/CGF_UN,Brompton Top 50 Compound Growth Fund (CGF.UN) Adjusted Stock Prices
XTSE/SVW,Silverwing Energy Inc (SVW) Adjusted Stock Prices
XTSE/DEH,Denninghouse Inc. (DEH) Adjusted Stock Prices
XTSE/NGD_WT,New Gold Inc (NGD.WT) Adjusted Stock Prices
XTSE/EKD,Epic Data International Inc. (EKD) Adjusted Stock Prices
XTSE/GAA_WT_A,Gazit America Inc (GAA.WT.A) Adjusted Stock Prices
XTSE/NEM_WT,"Neo Material Technologies, Inc (NEM.WT) Adjusted Stock Prices"
XTSE/BIM_WT_A,Baffinland Iron Mines Corp. (BIM.WT.A) Adjusted Stock Prices
XTSE/SNP_PR_V,Snp Split Corp. (SNP.PR.V) Adjusted Stock Prices
XTSE/LUP,Lundin Petroleum (LUP) Adjusted Stock Prices
XTSE/TDD_M,TD Capital Trust (TDD.M) Adjusted Stock Prices
XTSE/URZ_WT,Uranerz Energy Corporation. (URZ.WT) Adjusted Stock Prices
XTSE/SWI,Swisher Hygiene Inc (SWI) Adjusted Stock Prices
XTSE/DML_WT,Denison Mines Corp (DML.WT) Adjusted Stock Prices
XTSE/RY_NO_S,Royal Bank Of Canada (RY.NO.S) Adjusted Stock Prices
XTSE/MMP_WT,Precious Metals and Mining Trust. (MMP.WT) Adjusted Stock Prices
XTSE/RRR_UN,Retirement Residences Real Estate Investment Trust (RRR.UN) Adjusted Stock Prices
XTSE/FPS_RT,Fraser Papers (FPS.RT) Adjusted Stock Prices
XTSE/CXX_WT,Jet Metal Corp (CXX.WT) Adjusted Stock Prices
XTSE/SCP_WT,Sprott Resources Corp (SCP.WT) Adjusted Stock Prices
XTSE/OYM_WT,Besra Gold Inc (OYM.WT) Adjusted Stock Prices
XTSE/TSK,Tusk Energy Corp. (TSK) Adjusted Stock Prices
XTSE/GCE_WT,Grande Cache Coal Corp. (GCE.WT) Adjusted Stock Prices
XTSE/CSI_WT_B,Colossus Minerals Inc (CSI.WT.B) Adjusted Stock Prices
XTSE/EGU,European Goldfields Ltd. (EGU) Adjusted Stock Prices
XTSE/LRT_NT_A,Lanesborough Real Estate Investment Trust (LRT.NT.A) Adjusted Stock Prices
XTSE/NGL,Angle Energy Inc (NGL) Adjusted Stock Prices
XTSE/CHM,Champion Iron Mines Ltd (CHM) Adjusted Stock Prices
XTSE/SWY_WT,Stornoway Diamond Corp. (SWY.WT) Adjusted Stock Prices
XTSE/SKR,Skye Resources Inc. (SKR) Adjusted Stock Prices
XTSE/APV,Arise Technologies Corp (APV) Adjusted Stock Prices
XTSE/HTE_DB_A,Harvest Operations Corp (HTE.DB.A) Adjusted Stock Prices
XTSE/ABH,AbitibiBowater Inc (ABH) Adjusted Stock Prices
XTSE/N,Inco Ltd. (N) Adjusted Stock Prices
XTSE/ENT_DB_A,Equal Energy Ltd (ENT.DB.A) Adjusted Stock Prices
XTSE/AR_PR_A,Argus Corp (AR.PR.A) Adjusted Stock Prices
XTSE/TBP_A,T. Boone Pickens Energy Fund (TBP.A) Adjusted Stock Prices
XTSE/PDP,Petrolifera Petroleum Limited (PDP) Adjusted Stock Prices
XTSE/PNP_WT,Pinetree Capital Ltd. (PNP.WT) Adjusted Stock Prices
XTSE/FMF_UN,FMF Capital Group Ltd. (FMF.UN) Adjusted Stock Prices
XTSE/RY_NO_R,Royal Bank Of Canada (RY.NO.R) Adjusted Stock Prices
XTSE/CVF_PR_A,Coastal Value Fund Inc. (CVF.PR.A) Adjusted Stock Prices
XTSE/OSK_WT_A,Osisko Mining Corp (OSK.WT.A) Adjusted Stock Prices
XTSE/RNG_WT,"Rio Narcea Gold Mines, Ltd. (RNG.WT) Adjusted Stock Prices"
XTSE/OBF_WT,O`Leary BrIC-Plus Income & Growth Fund (OBF.WT) Adjusted Stock Prices
XTSE/FEI_WT_A,FORTALEZA ENERGY INC (FEI.WT.A) Adjusted Stock Prices
XTSE/HPX,Highpine Oil & Gas Limited (HPX) Adjusted Stock Prices
XTSE/MOL,Moly Mines Ltd. (MOL) Adjusted Stock Prices
XTSE/GRZ,Gold Reserve Inc (GRZ) Adjusted Stock Prices
XTSE/MN,March Networks Corp (MN) Adjusted Stock Prices
XTSE/CNM_WT,Canadian Income Management Trust (CNM.WT) Adjusted Stock Prices
XTSE/TCP_WT,Trident Performance Corp (TCP.WT) Adjusted Stock Prices
XTSE/PNP_WT_A,Pinetree Capital Ltd. (PNP.WT.A) Adjusted Stock Prices
XTSE/EIT_WT_B,Canoe EIT Income Fund (EIT.WT.B) Adjusted Stock Prices
XTSE/AVM,Anvil Mining Ltd. (AVM) Adjusted Stock Prices
XTSE/CGL_UN,Claymore Gold Bullion Trust (CGL.UN) Adjusted Stock Prices
XTSE/CCJ_WT_B,Melior Resources Inc (CCJ.WT.B) Adjusted Stock Prices
XTSE/WZL,Wenzel Downhole Tools Ltd (WZL) Adjusted Stock Prices
XTSE/RY_NT_W,Royal Bank Of Canada (RY.NT.W) Adjusted Stock Prices
XTSE/TKY,Turnkey E&P Inc (TKY) Adjusted Stock Prices
XTSE/HCS_A,Canadian Premium Select Income Fund (HCS.A) Adjusted Stock Prices
XTSE/IVA_PR_E,Ivaco Inc. (IVA.PR.E) Adjusted Stock Prices
XTSE/FCO_WT,Formation Metals Inc (FCO.WT) Adjusted Stock Prices
XTSE/SRX,SRX Post Holdings Inc (SRX) Adjusted Stock Prices
XTSE/CMT_RT,Compton Petroleum Corp. (CMT.RT) Adjusted Stock Prices
XTSE/FQE,Fairquest Energy Limited (FQE) Adjusted Stock Prices
XTSE/AOG_WT,Aston Hill Advantage Oil & Gas Income Fund (AOG.WT) Adjusted Stock Prices
XTSE/TID_WT,Tuscany International Drilling Inc (TID.WT) Adjusted Stock Prices
XTSE/GEP_S,GeoPetro Resources Co (GEP.S) Adjusted Stock Prices
XTSE/LFE_WT_B,Canadian Life Companies Split Corp (LFE.WT.B) Adjusted Stock Prices
XTSE/CKI_DB,Clarke Inc (CKI.DB) Adjusted Stock Prices
XTSE/HLG_C,Hollinger Inc. (HLG.C) Adjusted Stock Prices
XTSE/CUX_WT,Copper Mesa Mining Corp (CUX.WT) Adjusted Stock Prices
XTSE/PCD_WT,Pathfinder Income Fund (PCD.WT) Adjusted Stock Prices
XTSE/AAB_WT,Aberdeen International Inc (AAB.WT) Adjusted Stock Prices
XTSE/LGY_UN,Legacy Hotels Real Estate Inv Trust (LGY.UN) Adjusted Stock Prices
XTSE/CVZ,Calvista Gold Corp (CVZ) Adjusted Stock Prices
XTSE/K_WT_C,Kinross Gold Corp. (K.WT.C) Adjusted Stock Prices
XTSE/UUU_DB,Uranium One Inc (UUU.DB) Adjusted Stock Prices
XTSE/RY_NO_E,Royal Bank Of Canada (RY.NO.E) Adjusted Stock Prices
XTSE/INC_RT,Income Financial Trust (INC.RT) Adjusted Stock Prices
XTSE/AXU,Aurora Energy Resources Inc (AXU) Adjusted Stock Prices
XTSE/BRD_WT,Brigus Gold Corp (BRD.WT) Adjusted Stock Prices
XTSE/SMQ,Sterling Mining (SMQ) Adjusted Stock Prices
XTSE/XMF_WT_A,M Split Corp. (XMF.WT.A) Adjusted Stock Prices
XTSE/AC_WT,Air Canada Inc. (AC.WT) Adjusted Stock Prices
XTSE/PCD_A,Pathfinder Income Fund (PCD.A) Adjusted Stock Prices
XTSE/DAV,Davie Yards Inc (DAV) Adjusted Stock Prices
XTSE/THR,Thundermin Resources Inc (THR) Adjusted Stock Prices
