XTSE/PWF_PR_D_UADJ,Power Financial Corporation (PWF.PR.D) Unadjusted Stock Prices
XTSE/LRT_WT_UADJ,Lanesborough Real Estate Investment Trust (LRT.WT) Unadjusted Stock Prices
XTSE/ARZ_1_UADJ,Aurizon Mines Ltd. (ARZ) Unadjusted Stock Prices
XTSE/TIF_UN_UADJ,TransForce Income Fund (TIF.UN) Unadjusted Stock Prices
XTSE/CUF_DB_B_UADJ,Cominar Real Estate Investment Trust (CUF.DB.B) Unadjusted Stock Prices
XTSE/WFS_WT_UADJ,World Financial Split Corp (WFS.WT) Unadjusted Stock Prices
XTSE/FCL_DB_U_UADJ,Fort Chicago Power Ltd. (FCL.DB.U) Unadjusted Stock Prices
XTSE/BNS_PR_S_UADJ,Bank Of Nova Scotia (BNS.PR.S) Unadjusted Stock Prices
XTSE/PIF_UN_UADJ,Pembina Pipeline Income Fund (PIF.UN) Unadjusted Stock Prices
XTSE/SSI_DB_UADJ,Sterling Shoes Inc (SSI.DB) Unadjusted Stock Prices
XTSE/SPO_UN_UADJ,Skylon Global Capital Yield Trust II (SPO.UN) Unadjusted Stock Prices
XTSE/AUR_UADJ,"Aur Resources, Inc. (AUR) Unadjusted Stock Prices"
XTSE/PPX_WT_UADJ,Pristine Power Inc (PPX.WT) Unadjusted Stock Prices
XTSE/BCI_UN_UADJ,Benvest New Look Income Fund (BCI.UN) Unadjusted Stock Prices
XTSE/DTF_UN_UADJ,DiversiTrust Income Fund (DTF.UN) Unadjusted Stock Prices
XTSE/GOZ_UADJ,Gold-Ore Resources Ltd (GOZ) Unadjusted Stock Prices
XTSE/EVD_UADJ,Evolved Digital Systems Inc. (EVD) Unadjusted Stock Prices
XTSE/FGL_1_UADJ,Forzani Group Ltd. (FGL) Unadjusted Stock Prices
XTSE/EVT_PR_A_UADJ,Economic Investment Trust Limited (EVT.PR.A) Unadjusted Stock Prices
XTSE/BDS_PR_A_UADJ,BG Income & Growth Split Trust (BDS.PR.A) Unadjusted Stock Prices
XTSE/RCB_UADJ,Red Crescent Resources Ltd (RCB) Unadjusted Stock Prices
XTSE/RY_NO_U_UADJ,Royal Bank Of Canada (RY.NO.U) Unadjusted Stock Prices
XTSE/SI_UADJ,Sirit Inc. (SI) Unadjusted Stock Prices
XTSE/FDT_UN_UADJ,Fairway Diversified Income and Growth Trust (FDT.UN) Unadjusted Stock Prices
XTSE/FAY_WT_UADJ,First Asset Active Credit Fund (FAY.WT) Unadjusted Stock Prices
XTSE/YRI_WT_A_UADJ,Yamana Gold Inc. (YRI.WT.A) Unadjusted Stock Prices
XTSE/BVX_UADJ,Bow Valley Energy Ltd. (BVX) Unadjusted Stock Prices
XTSE/GMC_WT_UADJ,Geovic Mining Corp (GMC.WT) Unadjusted Stock Prices
XTSE/WXX_UADJ,West 49 Inc (WXX) Unadjusted Stock Prices
XTSE/WES_UADJ,Western Financial Group Inc. (WES) Unadjusted Stock Prices
XTSE/HTE_DB_B_UADJ,Harvest Operations Corp (HTE.DB.B) Unadjusted Stock Prices
XTSE/DFE_UADJ,Day4 Energy Inc (DFE) Unadjusted Stock Prices
XTSE/DVI_UADJ,Dover Industries Ltd. (DVI) Unadjusted Stock Prices
XTSE/CAC_PR_A_UADJ,CanCap Preferred Corp. (CAC.PR.A) Unadjusted Stock Prices
XTSE/PDM_UN_UADJ,PDM Royalties Income Fund (PDM.UN) Unadjusted Stock Prices
XTSE/PAR_UADJ,Petro Andina Resources Inc. (PAR) Unadjusted Stock Prices
XTSE/OFS_A_UADJ,O Leary Founders Series Income & Growth Fund (OFS.A) Unadjusted Stock Prices
XTSE/GPA_PR_A_UADJ,Global Credit Pref Corp. (GPA.PR.A) Unadjusted Stock Prices
XTSE/FBK_RT_UADJ,Fibrek Inc (FBK.RT) Unadjusted Stock Prices
XTSE/SYN_UADJ,Synenco Energy Inc. (SYN) Unadjusted Stock Prices
XTSE/PN_UADJ,PNI Digital Media Inc (PN) Unadjusted Stock Prices
XTSE/CJT_UN_UADJ,Cargojet Income Fund (CJT.UN) Unadjusted Stock Prices
XTSE/GBG_WT_A_UADJ,Great Basin Gold Ltd. (GBG.WT.A) Unadjusted Stock Prices
XTSE/PMT_UN_UADJ,Paramount Energy Trust (PMT.UN) Unadjusted Stock Prices
XTSE/ASI_PR_A_UADJ,Alliance Split Income Trust (ASI.PR.A) Unadjusted Stock Prices
XTSE/HDU_UADJ,Horizons ETFs Management (Canada) Inc (HDU) Unadjusted Stock Prices
XTSE/FXL_UADJ,Santonia Energy Inc (FXL) Unadjusted Stock Prices
XTSE/MLC_UADJ,Merrill Lynch & Co Canada (MLC) Unadjusted Stock Prices
XTSE/FMI_UADJ,FMI Holdings Ltd (FMI) Unadjusted Stock Prices
XTSE/HBH_M_UADJ,HSBC Canada Asset Trust (HBH.M) Unadjusted Stock Prices
XTSE/UF_RT_UADJ,Uranium Focused Energy Fund (UF.RT) Unadjusted Stock Prices
XTSE/HKD_UADJ,Horizons ETFs Management (Canada) Inc (HKD) Unadjusted Stock Prices
XTSE/DVQ_UADJ,"Divcom Lighting, Inc. (DVQ) Unadjusted Stock Prices"
XTSE/CSI_WT_UADJ,Colossus Minerals Inc (CSI.WT) Unadjusted Stock Prices
XTSE/OSP_UN_UADJ,Osprey Media Income Fund (OSP.UN) Unadjusted Stock Prices
XTSE/NA_PR_P_UADJ,National Bank Of Canada (NA.PR.P) Unadjusted Stock Prices
XTSE/MVX_UADJ,Mavrix Fund Management Inc (MVX) Unadjusted Stock Prices
XTSE/GCE_UADJ,Grande Cache Coal Corp. (GCE) Unadjusted Stock Prices
XTSE/PBC_UADJ,Pebercan Inc. (PBC) Unadjusted Stock Prices
XTSE/CFS_UADJ,Canadian Financials and Utilities Split Corp (CFS) Unadjusted Stock Prices
XTSE/NVL_UADJ,Novelis Inc (NVL) Unadjusted Stock Prices
XTSE/ERD_WT_UADJ,Erdene Resource Development Corp (ERD.WT) Unadjusted Stock Prices
XTSE/MQA_WT_UADJ,Macquarie Emerging Markets Infrastructure Income Fund (MQA.WT) Unadjusted Stock Prices
XTSE/LB_PR_D_UADJ,Laurentian Bank Of Canada (LB.PR.D) Unadjusted Stock Prices
XTSE/OSU_WT_UADJ,Orsu Metals Corporation (OSU.WT) Unadjusted Stock Prices
XTSE/LFE_RT_UADJ,Canadian Life Companies Split Corp (LFE.RT) Unadjusted Stock Prices
XTSE/ADS_UADJ,Adaltis Inc (ADS) Unadjusted Stock Prices
XTSE/ATB_UADJ,Atrium Innovations Inc (ATB) Unadjusted Stock Prices
XTSE/MB_WT_UADJ,Mega Brands Inc (MB.WT) Unadjusted Stock Prices
XTSE/GPC_UADJ,Aston Hill Senior Gold Producers Income Corp (GPC) Unadjusted Stock Prices
XTSE/IAG_PR_C_UADJ,Industrial Alliance Insurance and Financial Services Inc. (IAG.PR.C) Unadjusted Stock Prices
XTSE/CBK_UN_UADJ,Copernican World Banks Income and Growth Trust. (CBK.UN) Unadjusted Stock Prices
XTSE/HTU_UADJ,Horizons ETFs Management (Canada) Inc (HTU) Unadjusted Stock Prices
XTSE/MGI_UADJ,Migenix Inc. (MGI) Unadjusted Stock Prices
XTSE/TYF_WT_UADJ,IA Clarington Aston Hill Tactical Yield Fund (TYF.WT) Unadjusted Stock Prices
XTSE/PEY_UN_UADJ,Peyto Energy Trust (PEY.UN) Unadjusted Stock Prices
XTSE/STP_UADJ,Southern Pacific Resource Corporation (STP) Unadjusted Stock Prices
XTSE/COS_UN_UADJ,Canadian Oil Sands Trust (COS.UN) Unadjusted Stock Prices
XTSE/H_1_UADJ,Hostopia.com Inc (H) Unadjusted Stock Prices
XTSE/SND_UN_UADJ,Sound Energy Trust (SND.UN) Unadjusted Stock Prices
XTSE/MTK_UADJ,Matrikon Inc. (MTK) Unadjusted Stock Prices
XTSE/CXC_PR_A_UADJ,CIX Split Corp. (CXC.PR.A) Unadjusted Stock Prices
XTSE/BC_PR_D_UADJ,Bell Canada (BC.PR.D) Unadjusted Stock Prices
XTSE/LQW_UADJ,Liquidation World (LQW) Unadjusted Stock Prices
XTSE/BNE_UN_UADJ,Bonterra Energy Income Trust (BNE.UN) Unadjusted Stock Prices
XTSE/BAM_PR_P_UADJ,Brookfield Asset Management Inc. (BAM.PR.P) Unadjusted Stock Prices
XTSE/WRK_DB_G_UADJ,Dream Office Real Estate Investment Trust (WRK.DB.G) Unadjusted Stock Prices
XTSE/ESN_UN_UADJ,Essential Energy Services Trust (ESN.UN) Unadjusted Stock Prices
XTSE/GNE_UADJ,Call Genie Inc. (GNE) Unadjusted Stock Prices
XTSE/NSR_WT_UADJ,Premier Royalty Inc (NSR.WT) Unadjusted Stock Prices
XTSE/QMI_UADJ,"Queenston Mining, Inc. (QMI) Unadjusted Stock Prices"
XTSE/NBX_U_UADJ,Nabors Exchangeco(Canada) Inc (NBX.U) Unadjusted Stock Prices
XTSE/TBL_RT_UADJ,Taiga Building Products Ltd (TBL.RT) Unadjusted Stock Prices
XTSE/SLW_WT_UADJ,Silver Wheaton Corp. (SLW.WT) Unadjusted Stock Prices
XTSE/RNT_UN_UADJ,Stephenson`s Rental Services Income Fund (RNT.UN) Unadjusted Stock Prices
XTSE/STW_UN_UADJ,STRATA Income Fund (STW.UN) Unadjusted Stock Prices
XTSE/RF_A_UADJ,Griffin Skye Corporation (RF.A) Unadjusted Stock Prices
XTSE/ALB_WT_UADJ,Allbanc Split Corp. II (ALB.WT) Unadjusted Stock Prices
XTSE/MGX_WT_B_UADJ,MGM Energy Corp (MGX.WT.B) Unadjusted Stock Prices
XTSE/SBN_WT_A_UADJ,S Split Corp. (SBN.WT.A) Unadjusted Stock Prices
XTSE/COB_A_UADJ,Swisher Hygiene Inc (COB.A) Unadjusted Stock Prices
XTSE/SLW_WT_U_UADJ,Silver Wheaton Corp. (SLW.WT.U) Unadjusted Stock Prices
XTSE/FXI_WT_UADJ,Fralex Therapeutics Inc (FXI.WT) Unadjusted Stock Prices
XTSE/RR_UADJ,Rainy River Resources Ltd. (RR) Unadjusted Stock Prices
XTSE/HTE_UN_UADJ,Harvest Operations Corp (HTE.UN) Unadjusted Stock Prices
XTSE/VXX_UADJ,Barclays Bank PLC (VXX) Unadjusted Stock Prices
XTSE/FMO_UN_UADJ,Foremost Income Fund (FMO.UN) Unadjusted Stock Prices
XTSE/NA_PR_K_UADJ,National Bank Of Canada (NA.PR.K) Unadjusted Stock Prices
XTSE/BAD_UN_UADJ,Badger Income Fund (BAD.UN) Unadjusted Stock Prices
XTSE/GSX_UADJ,Global Resource Spilt Corp. (GSX) Unadjusted Stock Prices
XTSE/AVF_UN_UADJ,Avenir Diversified Income Trust (AVF.UN) Unadjusted Stock Prices
XTSE/ELM_UADJ,Elemental Minerals Limited (ELM) Unadjusted Stock Prices
XTSE/IE_WT_UADJ,Ivanhoe Energy Inc. (IE.WT) Unadjusted Stock Prices
XTSE/MIP_UADJ,Middlefield Income Plus II Corp (MIP) Unadjusted Stock Prices
XTSE/RNO_UADJ,Vector Aerospace Corp. (RNO) Unadjusted Stock Prices
XTSE/MNR_UADJ,Mediterranean Resources Ltd (MNR) Unadjusted Stock Prices
XTSE/EWI_UN_UADJ,Brompton Equal Weight Income Fund (EWI.UN) Unadjusted Stock Prices
XTSE/APV_WT_UADJ,Arise Technologies Corp (APV.WT) Unadjusted Stock Prices
XTSE/GPF_WT_UADJ,Gold Participation and Income Fund (GPF.WT) Unadjusted Stock Prices
XTSE/FGX_WT_A_UADJ,Faircourt Gold Income Corp (FGX.WT.A) Unadjusted Stock Prices
XTSE/SHR_UADJ,Sure Energy Inc (SHR) Unadjusted Stock Prices
XTSE/PMU_UADJ,Pacific Rim Mining Corp. (PMU) Unadjusted Stock Prices
XTSE/MIM_A_UADJ,Granite Real Estate Inc (MIM.A) Unadjusted Stock Prices
XTSE/GSX_PR_A_UADJ,Global Resource Spilt Corp. (GSX.PR.A) Unadjusted Stock Prices
XTSE/BMT_UADJ,BMONT Split Corp. (BMT) Unadjusted Stock Prices
XTSE/HGI_A_UADJ,Global Advantaged Telecom & Utilities Income Fund (HGI.A) Unadjusted Stock Prices
XTSE/BMD_UADJ,Birch Mountain Resources Ltd. (BMD) Unadjusted Stock Prices
XTSE/DGU_UADJ,Deutsche Bank AG London (DGU) Unadjusted Stock Prices
XTSE/SFO_UN_UADJ,Sentry Select 40 Split Income Trust (SFO.UN) Unadjusted Stock Prices
XTSE/BAE_UN_UADJ,BG Advantaged Equal Weighted Income Fund (BAE.UN) Unadjusted Stock Prices
XTSE/GWO_PR_X_UADJ,Great-West Lifeco Inc. (GWO.PR.X) Unadjusted Stock Prices
XTSE/AC_B_UADJ,Air Canada Inc. (AC.B) Unadjusted Stock Prices
XTSE/IDF_UN_UADJ,INDEXPLUS Dividend Fund (IDF.UN) Unadjusted Stock Prices
XTSE/HAM_UN_UADJ,Specialty Foods Group Income Fund (HAM.UN) Unadjusted Stock Prices
XTSE/ELC_UADJ,CIC Energy Corp (ELC) Unadjusted Stock Prices
XTSE/ISC_UADJ,IROC Energy Services Corp (ISC) Unadjusted Stock Prices
XTSE/SIT_UN_UADJ,Sentry Select Blue-Chip Income Trust (SIT.UN) Unadjusted Stock Prices
XTSE/PGF_UN_UADJ,Pengrowth Energy Trust (PGF.UN) Unadjusted Stock Prices
XTSE/HNC_UADJ,Hard Creek Nickel Corp. (HNC) Unadjusted Stock Prices
XTSE/ECU_WT_UADJ,ECU Silver Mining Inc. (ECU.WT) Unadjusted Stock Prices
XTSE/ZNI_UADJ,Zuni Holdings Inc (ZNI) Unadjusted Stock Prices
XTSE/TRE_S_UADJ,Sino-Forest Corp (TRE.S) Unadjusted Stock Prices
XTSE/BE_UADJ,Brompton Equity Split Corp. (BE) Unadjusted Stock Prices
XTSE/IPI_A_UADJ,"IPL, Inc. (IPI.A) Unadjusted Stock Prices"
XTSE/DFI_UADJ,Diamond Fields International Ltd. (DFI) Unadjusted Stock Prices
XTSE/SPD_UADJ,Silver Predator Corp (SPD) Unadjusted Stock Prices
XTSE/PPF_UN_UADJ,Propel Multi-Strategy Fund (PPF.UN) Unadjusted Stock Prices
XTSE/CUX_WT_A_UADJ,Copper Mesa Mining Corp (CUX.WT.A) Unadjusted Stock Prices
XTSE/HE_RT,Hanwei Energy Services Corp (HE.RT) Adjusted Stock Prices
XTSE/CIW_WT_A,Copernican World Financial Infrastructure Trust (CIW.WT.A) Adjusted Stock Prices
XTSE/OGE_UN,OLeary Global Equity Income Fund
XTSE/YLO,Yellow Media Inc.
XTSE/AZD,Azure Dynamics Corp.
XTSE/DFI,Diamond Fields International Ltd.
XTSE/XMF,M Split Corp.
XTSE/AFP_UN,AGF Master Limited Partnership
XTSE/TET_UN,Trilogy Energy Trust
XTSE/SOQ,Sonde Resources Corp
XTSE/BNS_PR_K,Bank Of Nova Scotia
XTSE/RY_NO_F,Royal Bank Of Canada (RY.NO.F) Adjusted Stock Prices
XTSE/D_DB_B,Dream Office Real Estate Investment Trust (D.DB.B) Adjusted Stock Prices
XTSE/JEX_DB,Just Energy Group Inc (JEX.DB) Adjusted Stock Prices
XTSE/GPF_A,Gold Participation and Income Fund (GPF.A) Adjusted Stock Prices
XTSE/MID_RT,MINT Income Fund (MID.RT) Adjusted Stock Prices
XTSE/DS_WT,Dividend Select 15 Corp (DS.WT) Adjusted Stock Prices
XTSE/ENT_UN,Enterra Energy Trust (ENT.UN) Adjusted Stock Prices
XTSE/DFI_RT,Diamond Fields International Ltd. (DFI.RT) Adjusted Stock Prices
XTSE/BXS_NT_A,Barclays Bank PLC (BXS.NT.A) Adjusted Stock Prices
XTSE/BU_RT,Burcon Nutrascience Corp (BU.RT) Adjusted Stock Prices
XTSE/PCR,Peru Copper Inc. (PCR) Adjusted Stock Prices
XTSE/CGI_WT,Canadian General Investments Ltd. (CGI.WT) Adjusted Stock Prices
XTSE/NPI_DB,Northland Power Inc. (NPI.DB) Adjusted Stock Prices
XTSE/SCR,Score Media Inc. (SCR) Adjusted Stock Prices
XTSE/BC_PR_B,Bell Canada (BC.PR.B) Adjusted Stock Prices
XTSE/FCC,Frontera Copper Corp (FCC) Adjusted Stock Prices
XTSE/EDV_WT_A,Endeavour Mining Corp (EDV.WT.A) Adjusted Stock Prices
XTSE/KAT_RT,Katanga Mining Limited (KAT.RT) Adjusted Stock Prices
XTSE/BC_PR_E,Bell Canada (BC.PR.E) Adjusted Stock Prices
XTSE/PFE,Pacific Energy Resources Ltd. (PFE) Adjusted Stock Prices
XTSE/CSH_DB,Chartwell Retirement Residences (CSH.DB) Adjusted Stock Prices
XTSE/SAX,"Suramina Resources, Inc. (SAX) Adjusted Stock Prices"
XTSE/CIW_WT,Copernican World Financial Infrastructure Trust (CIW.WT) Adjusted Stock Prices
XTSE/RCM,RuggedCom Inc. (RCM) Adjusted Stock Prices
XTSE/BIM_WT,Baffinland Iron Mines Corp. (BIM.WT) Adjusted Stock Prices
XTSE/SLW_WT_B,Silver Wheaton Corp. (SLW.WT.B) Adjusted Stock Prices
XTSE/TLN,Thallion Pharmaceuticals Inc (TLN) Adjusted Stock Prices
XTSE/TPS,Turbo Power Systems Inc (TPS) Adjusted Stock Prices
XTSE/EIT_WT_C,Canoe EIT Income Fund (EIT.WT.C) Adjusted Stock Prices
XTSE/LFE_WT_A,Canadian Life Companies Split Corp (LFE.WT.A) Adjusted Stock Prices
XTSE/CCP_WT,"Connor, Clark & Lunn Conservative Income & Growth Fund (CCP.WT) Adjusted Stock Prices"
XTSE/GIT,Gitennes Exploration Inc. (GIT) Adjusted Stock Prices
XTSE/GUR_WT_C,Aston Hill Global Uranium Fund Inc (GUR.WT.C) Adjusted Stock Prices
XTSE/TIL_RT,Tree Island Wire Income Fund (TIL.RT) Adjusted Stock Prices
XTSE/MPM,Markland AGF Precious Metals Corp (MPM) Adjusted Stock Prices
XTSE/DF_RT,Dividend 15 Split Corp. II (DF.RT) Adjusted Stock Prices
XTSE/PEQ,Diversified Private Equity Corp (PEQ) Adjusted Stock Prices
XTSE/CUF_DB_E,Cominar Real Estate Investment Trust (CUF.DB.E) Adjusted Stock Prices
XTSE/GEN_RT,GeneNews Limited (GEN.RT) Adjusted Stock Prices
XTSE/USA_WT,U.S. Silver Corporation (USA.WT) Adjusted Stock Prices
XTSE/VIP_WT,Aston Hill VIP Income Fund (VIP.WT) Adjusted Stock Prices
XTSE/TF_UN,Teranet Income Fund
XTSE/FIF_UN,Focused 40 Income Fund.
XTSE/GCI_WT,Canoe `GO CANADA` Income Fund (GCI.WT) Adjusted Stock Prices
XTSE/BCI_UN,Benvest New Look Income Fund
XTSE/AUI,Altagas Utility Group Inc
XTSE/CIR,Copernican International Financial Split Corp
XTSE/HCF_UN,Harvest Canadian Income & Growth Fund
XTSE/FIT_WT,International Financial Income and Growth Trust (FIT.WT) Adjusted Stock Prices
XTSE/BIG_PR_B,Big 8 Spilt Inc.
XTSE/OST_UN,Oil Sands Split Trust
XTSE/BAM_PR_J,Brookfield Asset Management Inc.
XTSE/PCU_UN,Premier Canadian Income Fund
XTSE/PWC_NT_A,PWC Capital Inc (PWC.NT.A) Adjusted Stock Prices
XTSE/HMD_UADJ,Horizons ETFs Management (Canada) Inc (HMD) Unadjusted Stock Prices
XTSE/GFS_UADJ,GasFrac Energy Services Inc (GFS) Unadjusted Stock Prices
XTSE/IAG_PR_F,Industrial Alliance Insurance and Financial Services Inc.
XTSE/HBR_A,Horizons ETFs Management (Canada) Inc (HBR.A) Adjusted Stock Prices
XTSE/IDC,International Datacasting Corp. (IDC) Adjusted Stock Prices
XTSE/IRL,Minera IRL Ltd (IRL) Adjusted Stock Prices
XTSE/MPV_RT_UADJ,Mountain Province Diamonds Inc (MPV.RT) Unadjusted Stock Prices
XTSE/IXR_UADJ,IMX Resources Limited (IXR) Unadjusted Stock Prices
XTSE/IXR_WT_UADJ,IMX Resources Limited (IXR.WT) Unadjusted Stock Prices
XTSE/LEG_UADJ,Legacy Oil & Gas Inc (LEG) Unadjusted Stock Prices
XTSE/AXF,First Asset Investment Management Inc
XTSE/ANV,Allied Nevada Gold Corp. (ANV) Adjusted Stock Prices
XTSE/EH_UADJ,Easyhome Ltd. (EH) Unadjusted Stock Prices
XTSE/RIO_UADJ,Rio Alto Mining Ltd (RIO) Unadjusted Stock Prices
XTSE/PGD_WT,Peregrine Diamonds Ltd. (PGD.WT) Adjusted Stock Prices
XTSE/SQZ,Serica Energy PLC (SQZ) Adjusted Stock Prices
XTSE/RSC,Strateco Resources Inc. (RSC) Adjusted Stock Prices
XTSE/ST_WT_A_UADJ,Stonegate Agricom Ltd (ST.WT.A) Unadjusted Stock Prices
XTSE/TLM_UADJ,"Talisman Energy, Inc. (TLM) Unadjusted Stock Prices"
XTSE/EXM,First Asset Investment Management Inc
XTSE/EXM_A_UADJ,First Asset Investment Management Inc (EXM.A) Unadjusted Stock Prices
XTSE/XHG,Star Hedge Managers Corp. II (XHG) Adjusted Stock Prices
XTSE/CCT_UADJ,Catamaran Corp (CCT) Unadjusted Stock Prices
XTSE/CUP_RT_U_UADJ,"Caribbean Utilities Co., Ltd. (CUP.RT.U) Unadjusted Stock Prices"
XTSE/BMO_PR_J,Bank of Montreal
XTSE/EQ_UADJ,EQ Inc (EQ) Unadjusted Stock Prices
XTSE/AXF_UADJ,First Asset Investment Management Inc (AXF) Unadjusted Stock Prices
XTSE/CPN,Carpathian Gold Inc. (CPN) Adjusted Stock Prices
XTSE/EH,Easyhome Ltd. (EH) Adjusted Stock Prices
XTSE/CUP_RT_U,"Caribbean Utilities Co., Ltd. (CUP.RT.U) Adjusted Stock Prices"
XTSE/AAA,Allana Potash Corp (AAA) Adjusted Stock Prices
XTSE/AMF,Amorfix Life Sciences Ltd. (AMF) Adjusted Stock Prices
XTSE/CRK_WT,Crocodile Gold Corp (CRK.WT) Adjusted Stock Prices
XTSE/P_WT_UADJ,Primero Mining Corp (P.WT) Unadjusted Stock Prices
XTSE/OMN,Gold Hawk Resources Inc
XTSE/MMS,Macarthur Minerals Ltd (MMS) Adjusted Stock Prices
XTSE/RPG_WT_A_UADJ,Ram Power Corp (RPG.WT.A) Unadjusted Stock Prices
XTSE/URZ,Uranerz Energy Corporation. (URZ) Adjusted Stock Prices
XTSE/ZNC,Zincore Metals Inc
XTSE/XLA_UADJ,BlackRock Asset Management Canada Ltd (XLA) Unadjusted Stock Prices
XTSE/XVX_UADJ,BlackRock Asset Management Canada Ltd (XVX) Unadjusted Stock Prices
XTSE/CPF_UN_UADJ,Canadian 50 Advantaged Preferred Share Fund (CPF.UN) Unadjusted Stock Prices
XTSE/CXI_S,Currency Exchange International Corp (CXI_S) Adjusted Stock Prices
XTSE/CNE_UADJ,Canacol Energy Ltd (CNE) Unadjusted Stock Prices
XTSE/HWD,Hardwoods Distribution Inc (HWD) Adjusted Stock Prices
XTSE/PPY_UADJ,Painted Pony Petroleum Ltd (PPY) Unadjusted Stock Prices
XTSE/HBG_1_UADJ,Hub International Limited (HBG) Unadjusted Stock Prices
XTSE/HBG_1,Hub International Limited (HBG) Adjusted Stock Prices
XTSE/HEG_UADJ,Homeland Energy Group Ltd (HEG) Unadjusted Stock Prices
XTSE/EXN_RT_UADJ,Excellon Resources Inc (EXN.RT) Unadjusted Stock Prices
XTSE/HBL_WT_UADJ,Brand Leaders Income Fund (HBL.WT) Unadjusted Stock Prices
XTSE/DVT_UADJ,Divestco Inc. (DVT) Unadjusted Stock Prices
XTSE/GEN_RT_UADJ,GeneNews Limited (GEN.RT) Unadjusted Stock Prices
XTSE/PMT_DB_B_UADJ,Paramount Energy Trust (PMT.DB.B) Unadjusted Stock Prices
XTSE/GCI_WT_UADJ,Canoe `GO CANADA` Income Fund (GCI.WT) Unadjusted Stock Prices
XTSE/DF_RT_UADJ,Dividend 15 Split Corp. II (DF.RT) Unadjusted Stock Prices
XTSE/CWT_DB_A_UADJ,Calloway Real Estate Investment Trust (CWT.DB.A) Unadjusted Stock Prices
XTSE/UMG_UADJ,United Mining Corp (UMG) Unadjusted Stock Prices
XTSE/CVP_UADJ,Centerplate Inc. (CVP) Unadjusted Stock Prices
XTSE/KEY_UN_UADJ,Keyera Facilities Income Fund (KEY.UN) Unadjusted Stock Prices
XTSE/CGI_PR_A_UADJ,Canadian General Investments Ltd. (CGI.PR.A) Unadjusted Stock Prices
XTSE/WDO_DB_UADJ,Wesdome Gold Mines Ltd. (WDO.DB) Unadjusted Stock Prices
XTSE/BK_WT_UADJ,Canadian Banc Corp (BK.WT) Unadjusted Stock Prices
XTSE/SNH_PR_U,Snp Health Split Corp (SNH.PR.U) Adjusted Stock Prices
XTSE/FN_UN,First National Financial Income Fund
XTSE/DSA,Dalsa Corp.
XTSE/HOC_1,Heritage Oil Corp. (HOC.1) Adjusted Stock Prices
XTSE/VG_1,VG Gold Corp (VG.1) Adjusted Stock Prices
XTSE/CSR_UN,Canoe Strategic Resources Income Fund
XTSE/CIQ_WT_UADJ,Canadian High Income Equity Fund (CIQ.WT) Unadjusted Stock Prices
XTSE/RFI_UADJ,BlackRock Investments Canada Inc (RFI) Unadjusted Stock Prices
XTSE/FIF_UN_UADJ,Focused 40 Income Fund. (FIF.UN) Unadjusted Stock Prices
XTSE/PYX_A_UADJ,"Pyxis Capital, Inc. (PYX.A) Unadjusted Stock Prices"
XTSE/GBI,Chinook Tyee Industry Ltd (GBI) Adjusted Stock Prices
XTSE/MGO_UADJ,Migao Corporation (MGO) Unadjusted Stock Prices
XTSE/OGD_UADJ,Orbit Garant Drilling Inc (OGD) Unadjusted Stock Prices
XTSE/NII_UADJ,Norsat International Inc (NII) Unadjusted Stock Prices
XTSE/POU_UADJ,Paramount Resources Ltd. (POU) Unadjusted Stock Prices
XTSE/ZLU_U,BMO Asset Management Inc (ZLU_U) Adjusted Stock Prices
XTSE/YRB_RT_1,Yorbeau Resources Inc. (YRB.RT.1) Adjusted Stock Prices
XTSE/COF,Coventree Inc. (COF) Adjusted Stock Prices
XTSE/HUK_UADJ,Horizons ETFs Management (Canada) Inc (HUK) Unadjusted Stock Prices
XTSE/SHC_1_UADJ,Shell Canada Ltd. (SHC) Unadjusted Stock Prices
XTSE/WN_PR_B_UADJ,George Weston Ltd. (WN.PR.B) Unadjusted Stock Prices
XTSE/AEM_WT_U_UADJ,Agnico Eagle Mines Ltd (AEM.WT.U) Unadjusted Stock Prices
XTSE/SCR_UADJ,Score Media Inc. (SCR) Unadjusted Stock Prices
XTSE/BRD_WT_A_UADJ,Brigus Gold Corp (BRD.WT.A) Unadjusted Stock Prices
XTSE/FMA,First Metals Inc (FMA) Adjusted Stock Prices
XTSE/BLU_RT,Bellus Health Inc (BLU.RT) Adjusted Stock Prices
XTSE/GDI_UN,General Donlee Income Fund
XTSE/CPT,Coalspur Mines Ltd (CPT) Adjusted Stock Prices
XTSE/CLL,Connacher Oil & Gas Ltd. (CLL) Adjusted Stock Prices
XTSE/CMW_UADJ,BlackRock Investments Canada Inc (CMW) Unadjusted Stock Prices
XTSE/CLO,BlackRock Investments Canada Inc
XTSE/CM_PR_G,Canadian Imperial Bank Of Commerce
XTSE/EQ,Cyberplex Inc
XTSE/F_WT,FAM Real Estate Investment Trust (F_WT) Adjusted Stock Prices
XTSE/DTX,DeeThree Exploration Ltd (DTX) Adjusted Stock Prices
XTSE/F_UN_UADJ,FAM Real Estate Investment Trust (F_UN) Unadjusted Stock Prices
XTSE/AAA_UADJ,Allana Potash Corp (AAA) Unadjusted Stock Prices
XTSE/AUQ_UADJ,AuRico Gold Inc (AUQ) Unadjusted Stock Prices
XTSE/ARF,Armtec Infrastructure Inc
XTSE/CMF,BlackRock Investments Canada Inc (CMF) Adjusted Stock Prices
XTSE/TGF_WT_UADJ,Timbercreek Global Real Estate Fund (TGF.WT) Unadjusted Stock Prices
